종목코드,7/3/23,7/4/23,7/5/23,7/6/23,7/7/23,7/10/23,7/11/23,7/12/23,7/13/23,7/14/23,7/17/23,7/18/23,7/19/23,7/20/23,7/21/23,7/24/23,7/25/23,7/26/23,7/27/23,7/28/23,7/31/23,8/1/23,8/2/23,8/3/23,8/4/23,8/7/23,8/8/23,8/9/23,8/10/23,8/11/23,8/14/23,8/15/23,8/16/23,8/17/23,8/18/23,8/21/23,8/22/23,8/23/23,8/24/23,8/25/23,8/28/23,8/29/23,8/30/23,8/31/23,9/1/23,9/4/23,9/5/23,9/6/23,9/7/23,9/8/23,9/11/23,9/12/23,9/13/23,9/14/23,9/15/23,9/18/23,9/19/23,9/20/23,9/21/23,9/22/23,9/25/23,9/26/23,9/27/23,9/28/23,9/29/23,10/2/23,10/3/23,10/4/23,10/5/23,10/6/23,10/9/23,10/10/23,10/11/23,10/12/23,10/13/23,10/16/23,10/17/23,10/18/23,10/19/23,10/20/23,10/23/23,10/24/23,10/25/23,10/26/23,10/27/23,10/30/23,10/31/23,11/1/23,11/2/23,11/3/23,11/6/23,11/7/23,11/8/23,11/9/23,11/10/23,11/13/23,11/14/23,11/15/23,11/16/23,11/17/23,11/20/23,11/21/23,11/22/23,11/23/23,11/24/23,11/27/23,11/28/23,11/29/23,11/30/23,12/1/23,12/4/23,12/5/23,12/6/23,12/7/23,12/8/23,12/11/23,12/12/23,12/13/23,12/14/23,12/15/23,12/18/23,12/19/23,12/20/23,12/21/23,12/22/23
97950,0,2,2,2,2,1,1,1,0,1,2,0,0,2,1,2,2,2,1,2,1,1,1,0,0,1,1,2,1,2,1,0,2,2,2,0,2,1,2,1,1,2,0,2,0,1,2,2,2,1,2,1,0,0,1,1,0,2,0,2,0,1,0,0,0,0,0,2,2,2,0,2,0,2,0,1,2,0,0,2,0,0,1,2,1,1,1,1,2,1,1,2,1,1,0,1,1,0,0,0,0,1,0,2,2,0,0,2,2,1,1,1,0,2,0,1,0,2,0,0,2,0,1,1,1
32640,0,0,2,2,2,0,1,1,1,0,2,2,2,0,1,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,1,0,1,0,0,0,0,0,1,0,1,1,0,2,0,1,2,2,0,0,0,2,1,1,1,0,2,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,2,2,0,0,0,0,0,2,0,0,1,2,0,0,0,1,2,0,1,2,1,0,0,1,2,1,2,1,0,0,0,0,0,1,0,2,1,2,1,0,0,2,0,0,0,0,0,1,0,2,1,0,1
11780,0,2,2,2,2,1,0,0,0,1,1,2,2,2,0,2,2,2,1,0,0,1,2,0,0,2,2,1,0,0,1,0,2,0,2,1,2,2,1,1,1,1,0,0,2,1,2,0,2,0,1,0,1,0,1,0,1,2,2,2,1,2,1,0,0,0,0,2,2,1,0,2,1,2,2,0,0,1,2,2,2,1,1,2,0,1,2,2,1,1,1,1,1,1,2,2,1,1,2,0,0,0,0,0,2,0,0,2,0,2,2,1,2,1,2,0,1,2,1,1,1,2,1,2,2
21240,0,2,0,2,2,0,1,1,1,1,2,0,0,2,0,2,2,2,1,2,2,1,2,2,1,2,0,0,1,1,1,0,2,0,2,1,1,2,0,0,1,0,1,1,2,1,2,1,2,0,0,1,0,0,1,2,1,0,2,2,0,2,1,0,0,0,0,2,1,2,0,1,2,1,1,1,1,0,1,0,2,2,0,2,0,1,2,1,2,1,1,1,1,1,1,2,2,1,2,0,2,0,0,2,0,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,1,0,1,2,2
720,0,2,2,2,2,1,1,0,1,1,1,2,0,0,1,0,0,2,1,2,1,1,2,2,0,2,2,0,0,1,2,0,2,0,2,2,0,0,0,2,1,2,0,2,0,1,2,2,0,1,1,2,1,1,1,0,0,0,2,2,0,2,1,0,0,0,0,2,1,2,0,0,0,1,2,1,1,1,2,1,2,1,0,2,0,0,2,1,1,1,1,0,2,1,2,0,0,1,0,1,0,1,2,1,2,1,1,2,0,0,2,2,1,2,2,0,0,2,1,0,2,2,1,2,2
161390,0,2,1,1,0,2,1,2,2,1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,2,1,1,1,2,0,2,0,0,1,1,2,0,2,2,2,1,1,2,2,1,2,2,0,0,1,2,1,1,1,1,2,0,1,2,1,0,2,1,0,0,0,0,2,1,1,0,2,1,2,2,2,2,1,1,2,1,2,1,2,0,1,1,1,1,1,1,2,0,0,2,1,1,2,1,2,2,1,0,0,0,1,1,2,1,2,1,1,2,1,1,0,1,0,2,2,1,1,2,2,0
6800,0,2,0,2,2,2,0,0,1,1,2,2,2,2,2,2,0,2,1,2,1,1,2,0,1,0,2,2,2,2,2,0,2,0,2,1,0,1,0,0,0,0,1,2,1,1,2,1,2,1,2,0,1,1,0,2,0,2,2,2,0,2,0,0,0,0,0,2,2,2,0,1,0,0,2,2,0,1,1,1,2,1,1,2,1,0,0,1,0,1,1,2,2,1,2,0,1,1,2,2,2,0,0,0,2,0,2,2,1,2,1,0,0,0,0,1,1,1,1,2,0,2,1,2,2
35250,0,2,0,2,2,1,1,1,2,0,2,2,2,0,2,2,2,2,1,2,2,1,2,2,1,1,2,0,1,2,1,0,2,2,2,1,0,0,0,1,1,0,0,2,0,1,0,0,2,1,0,0,1,2,1,2,2,0,2,2,1,2,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0,1,2,2,0,0,1,2,2,1,0,1,0,1,1,2,1,0,2,2,0,1,0,2,1,0,1,0,0,0,2,0,0,0,1,1,1,0,0,0,2,0,1,0,1,0,1,2,2
71050,0,2,2,2,2,1,1,1,0,1,2,0,2,2,0,2,0,2,1,2,1,1,2,0,1,1,2,2,0,1,2,0,2,0,0,0,1,2,0,0,1,1,0,0,0,1,2,1,0,1,1,2,1,1,1,0,1,2,2,2,1,2,2,0,0,0,0,2,1,2,0,1,2,1,2,2,0,1,2,2,2,1,1,2,0,1,1,1,1,1,1,2,2,1,0,1,1,1,0,2,1,1,2,0,2,1,0,2,1,2,1,0,1,2,0,1,0,2,1,2,0,1,1,2,2
267250,0,2,2,0,2,1,2,1,0,1,2,2,1,2,1,2,1,2,0,1,0,1,2,2,1,1,1,2,2,0,2,0,2,0,2,1,2,0,2,0,1,0,2,0,2,1,0,1,1,1,1,0,1,2,1,1,2,2,2,1,2,2,1,0,0,0,0,2,2,2,0,1,0,0,2,0,0,1,2,2,2,2,1,2,2,0,2,0,1,1,1,2,2,0,0,2,1,1,2,2,1,0,1,0,0,1,2,2,2,1,0,1,2,1,0,2,1,0,0,0,0,1,1,0,1
11070,0,0,0,2,2,2,1,0,0,0,0,0,2,0,2,2,0,2,2,2,2,1,2,1,2,1,2,0,0,1,2,0,2,1,2,0,1,2,1,2,1,1,1,1,2,0,1,2,2,2,1,2,2,1,1,0,0,2,2,0,1,2,1,0,0,0,0,2,0,2,0,1,1,1,0,2,0,2,2,0,0,1,1,2,1,0,2,2,1,2,1,2,2,1,1,2,1,1,1,2,1,1,0,2,0,2,1,0,1,2,1,0,1,2,0,1,0,0,1,2,2,2,1,1,0
8930,0,2,2,2,2,2,1,0,1,1,2,0,1,1,1,2,2,2,1,0,2,1,2,1,2,2,2,1,2,2,2,0,2,2,2,1,2,2,1,2,2,1,1,1,2,2,0,1,2,1,1,2,0,1,2,1,2,2,2,2,1,2,1,0,0,0,0,2,1,1,0,0,2,0,2,2,0,2,2,0,1,1,1,2,2,1,1,1,1,0,1,0,1,2,2,1,1,1,2,1,0,1,2,1,2,0,1,2,0,2,2,1,2,1,2,2,1,2,1,2,1,0,1,0,1
2790,0,2,2,0,2,0,1,1,1,1,1,2,0,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,1,2,2,0,2,2,1,2,2,1,1,1,1,2,1,2,0,0,2,1,2,0,1,2,2,2,1,1,2,2,2,2,1,2,0,0,0,0,0,2,2,2,0,2,2,1,0,2,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,0,1,2,2,2,0,1,1,2,2,2,0,2,2,1,2,0,2,2,0,1,0,2,1,0,2,1,1,0,0,1,0,2,2
28050,0,0,2,0,2,1,1,1,2,1,1,0,0,0,1,2,0,2,1,1,1,2,0,2,2,0,1,2,1,0,0,0,2,0,2,2,1,1,0,2,1,1,1,2,2,1,2,0,2,1,2,2,2,1,1,0,0,2,0,2,2,2,1,0,0,0,0,2,2,1,0,2,1,1,2,2,1,1,2,2,2,1,0,2,2,2,1,1,1,2,1,2,2,2,0,2,1,1,2,2,1,0,1,0,2,1,1,2,1,2,1,0,0,2,1,0,1,2,1,1,2,1,1,2,1
139480,0,2,2,2,0,1,0,0,1,1,2,2,1,0,2,2,2,2,1,2,0,1,2,2,1,1,1,1,1,2,2,0,2,2,2,1,1,1,2,1,1,1,2,1,2,1,2,0,2,1,2,2,0,1,1,2,1,0,2,2,1,2,0,0,0,0,0,2,1,0,0,1,0,1,0,2,1,1,0,2,0,1,1,2,2,1,0,1,2,0,1,0,1,2,2,2,2,0,1,2,1,0,0,0,1,1,2,2,0,2,2,0,0,2,0,0,0,2,0,0,0,1,1,2,1
271560,0,2,2,0,1,2,1,2,1,0,2,0,2,0,1,2,2,2,1,2,1,1,2,1,0,1,2,2,1,2,1,0,2,1,2,1,2,1,2,0,2,2,0,2,2,0,1,2,1,0,0,2,0,0,2,1,1,2,2,1,1,1,1,0,0,0,0,2,2,1,0,2,1,2,1,1,2,2,2,2,0,1,1,2,1,0,0,1,2,2,1,2,2,1,1,2,0,1,2,0,0,2,2,1,0,0,2,2,1,2,0,1,2,2,2,0,1,2,0,2,2,1,1,1,2
241560,0,0,1,2,1,1,1,1,2,0,2,2,1,0,0,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,0,0,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,0,1,2,1,1,2,1,1,0,2,1,2,2,2,0,0,0,0,2,0,0,0,1,1,1,1,2,1,1,2,2,0,1,2,2,2,2,2,2,1,1,1,2,2,1,0,2,1,1,1,2,1,1,1,1,2,1,1,0,1,2,0,0,0,2,1,0,0,2,1,1,0,2,1,2,2
180640,0,2,2,0,2,1,0,2,2,1,1,2,2,1,0,2,2,2,1,2,1,1,2,0,1,1,1,1,1,2,2,0,2,2,1,2,0,2,1,0,1,2,0,1,2,1,2,2,0,0,2,2,0,1,2,2,2,2,2,0,1,2,1,0,0,0,0,2,1,0,0,0,1,1,0,2,2,1,1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2,1,1,1,2,1,0,1,0,0,0,0,1,0,0,2,1,2,1,1,0,0,1,0,1,1,1,1,1,1,1
100,0,2,2,2,2,0,1,1,0,0,2,2,1,0,1,2,2,1,1,1,1,1,2,1,0,2,1,1,2,2,2,0,2,2,0,1,2,1,1,0,2,1,0,0,2,0,2,1,1,1,1,2,2,1,2,1,1,2,2,0,1,0,1,0,0,0,0,1,2,1,0,2,1,0,2,2,2,2,0,1,2,2,2,2,1,1,1,1,1,0,1,2,1,2,0,0,1,1,2,2,1,0,2,1,2,0,1,2,2,0,2,1,1,1,0,2,0,2,0,0,1,1,0,2,1
69500,0,0,2,2,2,0,1,1,1,1,0,2,0,0,0,1,0,2,1,0,0,1,2,2,0,0,2,1,0,0,2,0,2,0,2,0,0,0,1,2,1,0,0,0,1,1,0,2,2,0,0,2,0,1,1,2,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,2,2,1,0,2,2,2,1,2,2,0,0,2,1,1,1,1,2,2,0,2,0,1,1,0,2,1,0,0,0,2,0,1,0,1,2,1,2,0,0,1,0,0,2,1,1,0,0,1,2,1
120,0,0,2,1,2,1,1,1,2,1,0,2,1,1,2,2,2,2,1,2,2,1,0,1,1,2,2,1,1,1,2,0,2,2,1,2,2,0,2,0,1,0,2,2,1,0,2,2,2,1,0,2,0,1,2,1,2,2,2,0,2,1,0,0,0,0,0,1,1,2,0,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,0,0,0,0,1,2,1,2,0,0,0,0,2,1,1,1,1,1,0,1,0,1,1,1,2,1,1,2,1,1,2,0,1,2,2,1,1,2,1
78930,0,2,0,2,0,1,1,1,0,1,2,0,1,0,1,2,0,2,1,2,0,1,0,1,0,1,2,2,0,0,1,0,2,2,0,1,2,0,2,1,1,2,0,2,1,1,2,1,2,1,1,2,1,0,0,1,0,2,2,0,1,0,2,0,0,0,0,2,2,0,0,1,2,1,0,1,0,1,2,0,2,0,1,2,2,1,2,1,0,1,1,0,0,1,0,1,2,1,0,2,0,1,0,0,0,0,1,2,2,2,1,2,0,0,0,1,2,1,0,0,0,2,1,1,2
3410,0,2,2,2,2,1,1,0,1,0,1,2,2,0,0,0,2,0,1,0,1,1,2,0,2,0,0,1,0,2,1,0,0,0,2,2,0,2,1,1,1,0,0,2,0,1,0,2,0,1,1,0,0,1,2,1,0,1,2,1,2,2,2,0,0,0,0,2,2,1,0,1,1,2,2,0,0,1,0,2,1,0,0,2,1,0,0,2,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,2,0,0,0,2,1,2,0,0,0,0,0,0,0,2,2,0,2,2,1,1,2
29780,0,2,2,2,2,1,0,2,0,1,2,0,0,0,0,2,0,2,1,2,0,1,0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,1,0,1,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,2,0,1,2,1,0,0,0,0,0,2,2,2,1,2,1
28670,0,0,2,2,2,2,0,1,1,0,0,2,2,1,2,2,2,2,1,1,2,1,2,2,1,0,2,0,0,0,2,0,2,1,2,1,2,2,0,0,1,1,1,0,0,1,2,2,2,1,1,2,1,0,1,2,1,1,1,2,2,0,1,0,0,0,0,2,2,1,0,2,2,2,2,0,1,1,1,2,0,1,1,2,0,1,0,1,2,1,1,2,0,1,2,2,2,0,2,0,1,1,1,2,2,1,1,2,1,1,2,2,2,0,2,1,1,2,1,2,1,2,2,2,2
4990,0,2,2,1,0,0,0,1,1,1,2,2,0,0,1,2,0,2,1,1,0,1,2,2,0,0,2,0,1,2,1,0,2,2,2,1,2,0,0,0,1,1,2,0,0,1,2,2,0,1,1,0,1,1,1,1,0,0,0,2,2,2,2,0,0,0,0,2,1,1,0,1,0,1,2,2,0,2,2,2,0,2,1,2,2,1,1,1,2,1,1,1,1,1,1,0,1,2,1,0,2,1,2,1,0,2,2,2,1,0,0,1,0,2,0,1,0,0,2,0,2,0,1,1,2
5830,0,2,0,2,0,1,0,2,2,1,2,0,0,2,1,2,1,2,1,1,2,2,1,2,1,0,1,2,2,1,0,0,0,1,1,0,2,1,2,0,1,1,2,0,1,2,0,1,0,1,1,2,1,1,1,2,1,1,2,1,2,2,2,0,0,0,0,0,1,2,0,0,0,0,0,1,2,1,2,0,2,2,1,2,2,1,1,1,2,1,1,2,2,1,1,1,2,2,1,2,0,2,0,1,2,1,0,2,1,2,0,0,1,0,1,1,1,1,2,2,2,0,1,2,2
16360,0,2,2,2,2,0,1,2,1,1,2,2,0,0,0,2,0,2,1,2,1,1,2,2,1,1,0,2,2,1,2,0,0,0,0,0,1,0,0,2,1,1,1,0,2,1,2,0,0,1,1,0,1,2,1,2,0,0,2,2,1,2,2,0,0,0,0,2,0,1,0,1,2,1,0,0,0,0,2,2,2,1,1,2,2,0,2,1,1,1,1,2,2,0,0,1,0,1,2,0,0,0,2,0,0,0,0,2,1,2,1,1,0,1,0,0,0,0,1,1,2,0,1,2,2
128940,0,0,2,2,2,2,2,1,2,0,2,2,1,2,1,2,2,2,1,2,2,1,2,1,0,0,2,1,1,0,2,0,2,0,2,1,2,0,1,1,2,1,2,2,2,0,2,1,2,1,1,0,2,1,2,0,1,2,2,2,1,0,1,0,0,0,0,2,0,1,0,1,0,1,2,2,2,2,2,2,0,0,1,2,1,1,0,1,1,0,1,0,1,2,0,2,1,1,2,0,0,1,2,1,0,1,1,2,1,0,0,1,2,1,0,2,1,0,1,2,1,0,1,2,1
5387,0,1,1,0,2,1,0,2,2,1,2,2,1,2,0,2,1,2,1,1,0,1,2,0,1,2,0,2,2,0,1,0,2,1,0,2,1,0,0,2,0,0,2,1,2,0,2,0,0,0,1,0,1,1,0,2,1,1,0,0,0,2,1,0,0,0,0,2,0,0,0,2,1,0,0,0,1,1,2,2,0,0,1,2,0,2,2,0,1,0,1,0,0,2,0,1,1,1,0,2,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,2,1,1,2,2
298020,0,2,2,2,2,1,1,1,2,0,0,2,2,1,2,2,0,2,1,2,1,1,1,2,1,2,1,2,0,0,2,0,2,0,1,1,0,2,1,2,1,0,1,1,2,1,0,2,1,2,1,2,0,1,1,2,0,0,2,2,1,2,0,0,0,0,0,2,2,2,0,2,1,1,2,2,1,1,2,2,0,1,1,2,1,1,1,1,2,1,0,1,1,2,2,1,2,1,1,2,0,1,1,2,1,0,2,2,2,0,2,0,2,0,2,0,2,0,0,1,1,1,0,2,2
6360,0,2,2,2,2,1,1,2,0,2,1,2,0,2,0,2,1,2,0,1,1,2,0,2,0,2,2,0,1,1,0,0,2,2,0,0,0,0,1,2,1,1,2,0,2,1,2,2,2,1,1,2,1,0,1,2,0,0,2,2,0,2,1,0,0,0,0,2,2,2,0,2,1,1,2,1,0,1,2,1,2,1,1,2,0,1,2,1,0,1,1,0,1,2,1,2,1,1,1,1,1,1,1,0,2,1,0,2,1,0,0,2,1,2,0,2,1,2,0,1,2,0,0,0,2
20150,0,2,1,2,1,2,1,0,1,1,1,1,2,1,2,2,0,1,2,0,1,1,2,2,2,1,2,1,0,1,2,0,2,2,2,1,2,2,1,0,1,1,0,2,0,1,2,2,2,0,2,2,2,1,1,0,2,1,2,2,0,2,0,0,0,0,0,2,1,1,0,0,1,1,2,1,0,2,2,2,0,1,2,2,1,1,2,2,1,1,1,2,2,2,2,0,1,1,0,2,1,1,0,2,2,2,1,1,0,0,1,2,1,2,0,2,2,2,1,2,2,2,1,2,1
7070,0,2,2,2,2,2,1,2,0,1,2,2,0,0,0,2,2,2,1,2,1,1,0,0,1,0,1,1,1,2,2,0,2,2,1,2,0,2,0,1,0,1,2,2,2,1,2,1,2,1,0,2,2,0,1,2,0,1,2,2,1,2,0,0,0,0,0,2,2,2,0,0,1,1,1,0,0,0,1,2,1,2,1,2,1,1,0,2,2,1,1,1,1,2,1,2,1,2,0,0,0,1,0,0,2,1,2,2,2,0,2,1,2,2,0,2,1,2,0,1,2,2,1,2,2
8770,0,2,1,0,0,1,0,1,2,0,0,2,2,2,2,2,2,2,1,1,1,0,2,0,1,0,2,2,1,1,1,0,2,2,2,2,0,0,1,1,1,2,0,1,0,0,0,1,2,1,1,2,2,0,1,1,2,2,2,2,1,2,1,0,0,0,0,2,2,2,0,2,1,0,2,2,0,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,0,0,2,2,1,1,2,2,1,1,2,2,2,0,2,2,1,0,2,0,0,2,0,1,0,2,1,1,2,0,0,2,2
5940,0,2,2,1,2,1,1,2,1,1,0,2,0,0,0,2,0,2,1,0,1,1,2,1,1,1,0,2,0,1,0,0,0,2,0,0,1,1,2,0,0,0,0,2,0,0,2,1,0,0,2,0,1,1,1,0,1,1,2,0,2,2,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,2,2,2,1,1,2,2,2,2,1,0,1,1,2,2,1,2,1,0,1,0,0,2,0,0,0,2,1,0,2,0,0,0,1,1,0,0,0,1,0,2,0,2,0,1,0,1
112610,0,2,1,2,2,0,1,0,2,2,2,0,0,1,2,0,0,2,2,2,1,1,2,2,2,2,2,1,2,1,2,0,2,0,0,0,2,1,2,2,1,0,1,2,2,1,2,2,2,0,2,2,2,1,2,2,2,2,2,1,2,2,0,0,0,0,0,2,2,2,0,2,1,1,2,0,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,1,1,1,2,2,0,2,0,1,2,0,2,1,2,0,0,1,2,1,1,0,2,1,1,2
42660,0,1,1,0,1,1,1,1,1,2,2,2,0,2,2,2,1,2,2,1,1,1,2,2,1,2,1,2,1,0,2,0,2,2,2,2,2,2,0,0,1,1,2,2,2,1,2,0,2,2,1,2,2,2,1,0,2,1,1,2,1,2,1,0,0,0,0,2,2,2,0,2,1,0,2,0,2,2,2,2,2,1,1,2,2,1,2,0,1,0,1,2,2,2,2,2,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,1,2,0,2,1,2,2,1,2,2,0,2,1
307950,0,1,0,1,2,0,1,2,0,1,2,1,2,2,1,2,1,2,2,1,1,2,1,2,1,1,1,2,2,0,2,0,2,1,0,0,2,1,1,2,1,1,1,0,1,0,0,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,0,0,0,0,2,2,1,0,2,1,1,2,2,0,2,2,2,1,1,1,2,2,2,2,0,1,1,1,2,2,1,2,2,1,1,1,1,0,0,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2
6280,0,2,1,2,2,0,1,0,1,1,2,2,1,0,1,2,2,2,1,1,1,1,0,1,2,2,2,1,1,2,0,0,2,2,2,1,2,2,1,0,0,0,1,2,2,0,2,2,2,1,1,2,1,1,0,2,1,2,2,2,2,2,1,0,0,0,0,2,1,1,0,2,1,1,2,2,2,2,2,2,1,1,0,2,1,1,2,1,1,0,1,2,1,2,0,1,1,1,2,1,2,1,2,1,0,1,2,2,0,0,1,1,2,1,0,0,0,2,1,2,0,1,1,1,1
19170,0,0,2,2,0,0,1,0,0,1,2,2,1,0,1,2,2,2,1,2,1,1,2,1,0,2,2,1,1,2,0,0,2,2,2,1,2,2,1,1,0,1,1,1,2,0,0,1,2,2,1,2,2,2,1,1,2,2,2,0,2,0,0,0,0,0,0,2,2,1,0,2,0,1,2,2,1,2,2,1,1,0,1,2,1,1,2,2,1,1,1,1,0,2,2,2,1,1,0,2,1,1,0,0,0,2,1,2,1,1,0,1,2,1,2,2,0,2,1,2,2,0,1,2,1
10620,0,1,0,2,1,1,1,1,0,1,0,2,0,2,2,2,1,2,2,1,1,0,0,2,0,2,1,0,0,1,2,0,2,2,2,0,2,2,0,0,1,1,2,1,2,1,2,1,0,0,1,2,0,0,1,2,0,0,2,2,2,2,0,0,0,0,0,2,2,2,0,0,1,2,2,1,0,0,2,2,2,0,1,2,1,0,2,0,1,1,1,0,2,2,0,2,1,1,0,2,1,1,1,0,2,0,0,2,1,2,1,0,2,0,0,0,1,2,1,0,2,2,1,2,1
36460,0,1,2,2,0,1,1,0,1,0,2,2,1,1,2,2,0,2,1,0,1,1,0,2,1,0,1,0,1,2,2,0,2,2,0,2,0,1,0,0,1,1,0,0,2,0,0,2,2,1,0,2,1,1,1,2,0,1,2,2,0,2,0,0,0,0,0,2,1,1,0,1,2,0,0,1,2,1,0,2,2,2,1,2,0,1,2,0,0,0,1,2,0,2,0,1,0,1,0,0,0,0,2,1,1,0,0,0,1,0,0,2,1,1,2,0,0,0,0,2,0,2,0,0,2
47050,0,1,1,2,1,2,1,1,1,1,0,0,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,2,1,0,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,2,2,2,0,2,0,0,0,0,2,2,0,0,2,1,1,2,0,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,0,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,1,1,0,0,2,1,1,1,2,2,1,2
47810,0,1,1,2,0,2,1,0,2,2,2,0,2,0,0,2,1,2,2,0,1,0,1,2,1,0,2,1,2,1,2,0,2,1,2,1,1,1,0,0,1,1,0,1,0,2,0,1,2,1,1,2,0,1,1,2,2,2,1,2,2,0,0,0,0,0,0,2,1,1,0,1,1,0,1,2,0,2,2,2,1,2,1,2,2,1,2,1,1,1,1,1,2,0,2,2,1,1,2,0,1,2,1,1,2,2,0,0,0,1,0,2,1,2,0,1,0,0,0,1,1,0,1,1,0
138040,0,0,1,2,2,1,1,1,0,1,0,2,1,1,1,0,1,2,1,2,1,1,2,1,1,1,2,2,2,1,1,0,2,0,0,0,1,1,0,1,1,1,1,1,2,0,0,1,0,1,1,2,1,1,1,2,0,2,0,1,1,2,2,0,0,0,0,2,1,1,0,0,0,0,0,2,2,1,2,2,2,1,1,2,1,1,0,1,0,1,0,1,0,1,2,1,1,1,2,1,2,1,0,0,2,1,0,2,1,0,1,1,1,1,0,2,0,0,2,2,2,1,1,2,2
336260,0,2,2,0,0,1,1,2,0,1,2,0,0,1,2,2,2,2,2,1,1,1,0,2,2,2,2,1,1,2,2,0,2,2,2,0,0,2,1,0,0,1,1,2,2,1,1,2,2,1,1,2,2,1,1,0,2,2,2,2,2,2,0,0,0,0,0,2,0,2,0,2,1,1,2,0,1,2,2,2,2,1,0,2,2,1,2,2,1,1,1,0,2,2,2,2,1,1,0,2,1,1,2,0,1,1,2,2,1,2,2,2,0,2,0,2,1,2,1,2,0,2,1,1,2
81660,0,2,2,2,0,2,1,0,1,0,2,0,1,0,1,2,0,2,1,0,1,1,2,2,1,1,0,0,1,2,0,0,2,1,2,2,1,1,0,1,2,1,0,1,0,1,0,1,0,1,1,0,2,1,1,0,0,1,2,0,2,2,2,0,0,0,0,0,1,0,0,1,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,0,2,1,1,0,1,2,2,1,2,1,0,2,1,1,0,2,0,0,1,2,0,2,1,0,0,2,2,0,1,2,2,1,0,0,1,2,1
272210,0,1,2,0,1,1,1,1,2,0,2,2,2,1,1,0,1,2,1,2,1,1,2,2,0,0,2,2,2,1,2,0,2,0,2,0,2,0,1,2,1,1,2,0,2,1,1,1,2,1,1,2,2,1,2,2,2,0,2,0,2,2,1,0,0,0,0,2,2,0,0,1,0,0,1,2,2,0,2,2,1,2,1,2,2,1,2,1,1,1,0,1,2,1,0,0,1,1,2,2,0,2,1,1,1,2,1,1,1,1,0,2,0,0,2,1,1,2,2,2,1,2,1,1,1
23530,0,2,0,2,2,1,1,1,0,1,0,2,0,1,0,2,2,2,1,2,1,1,0,1,1,1,2,0,1,2,1,0,2,2,2,2,2,0,1,1,1,0,2,0,1,1,2,2,0,1,1,2,1,2,0,0,1,2,2,0,0,2,2,0,0,0,0,2,1,0,0,1,0,2,2,2,0,1,2,2,1,1,1,2,2,1,0,1,0,1,1,0,1,0,2,0,1,0,1,0,0,1,2,0,2,1,2,2,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,2
39490,0,2,2,2,2,1,1,0,1,1,1,1,2,1,2,2,1,2,1,0,2,1,2,0,1,1,2,2,2,1,0,0,2,0,0,2,1,0,1,2,1,1,0,1,2,1,2,2,1,1,2,2,1,0,1,2,2,1,2,0,1,2,2,0,0,0,0,2,1,1,0,1,1,2,2,0,0,0,0,2,2,1,1,2,1,1,2,1,1,1,1,2,0,1,2,2,1,1,2,0,0,0,0,2,0,0,2,0,1,2,0,1,0,2,1,1,0,0,1,1,0,1,1,1,2
47040,0,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,0,2,1,1,1,1,2,2,0,0,0,1,1,2,1,0,2,2,2,2,0,2,2,2,1,1,0,2,2,0,0,2,2,0,1,2,0,1,1,0,0,0,2,2,0,2,1,0,0,0,0,2,2,1,0,2,1,1,2,1,0,1,2,1,2,1,0,2,2,2,1,0,1,1,1,2,0,0,1,2,1,1,0,1,0,1,0,0,1,1,0,2,1,0,2,2,1,2,0,2,0,2,1,1,2,2,1,0,2
